RegionName,Date,ZHVI,Income Needed
"Visalia, CA",2014-06-30,165559.51725206664,35803.06008395116
"Vallejo, CA",2014-06-30,308685.5390107846,63815.87316203871
"Santa Maria, CA",2014-06-30,480963.8099810596,96180.51091880104
"Salinas, CA",2014-06-30,412841.3054795234,83731.08620460448
"San Luis Obispo, CA",2014-06-30,466702.6835426529,93006.7005900006
"Merced, CA",2014-06-30,181852.6988626641,38398.97106272684
"Santa Cruz, CA",2014-06-30,598600.1567531815,118635.1364396742
"Chico, CA",2014-06-30,229640.1945472521,48441.45104543921
"Redding, CA",2014-06-30,205472.94843638196,43976.4413727104
"El Centro, CA",2014-06-30,167304.98563848078,36143.417237835405
"Yuba City, CA",2014-06-30,197270.10136184288,43134.853364292045
"Madera, CA",2014-06-30,191683.56371411367,40568.79006227346
"Hanford, CA",2014-06-30,165141.62016911618,35958.76146852629
"Napa, CA",2014-06-30,505796.58154719416,102315.77707813446
"Los Angeles, CA",2014-07-31,493949.36411853874,97680.3453426003
"San Francisco, CA",2014-07-31,647147.3329671612,128104.9750242223
"Riverside, CA",2014-07-31,274083.13222377707,58387.84632622908
"San Diego, CA",2014-07-31,452937.0976269426,91415.95720645157
"Sacramento, CA",2014-07-31,309377.8146204234,64230.21569886677
"San Jose, CA",2014-07-31,760498.8633059415,145752.28868219198
"Fresno, CA",2014-07-31,193848.5053088608,41819.494524022506
"Bakersfield, CA",2014-07-31,172737.35099002285,38510.09095819556
"Oxnard, CA",2014-07-31,493625.9251782343,99530.79615813766
"Stockton, CA",2014-07-31,258946.6785733134,54546.61567861687
"Modesto, CA",2014-07-31,218688.56545789723,45379.8776788204
"Santa Rosa, CA",2014-07-31,481177.9116908327,95417.8189881681
"Visalia, CA",2014-07-31,166962.33289964634,35929.146704856765
"Vallejo, CA",2014-07-31,312420.4738156108,64311.81196683856
"Santa Maria, CA",2014-07-31,483686.8983264612,96218.69535956062
"Salinas, CA",2014-07-31,415757.49865789566,83911.70417294929
"San Luis Obispo, CA",2014-07-31,468533.85367361055,92811.3215760506
"Merced, CA",2014-07-31,184574.9991943976,38818.92455278615
"Santa Cruz, CA",2014-07-31,602538.6433334432,118565.0942714406
"Chico, CA",2014-07-31,230333.5444763876,48227.544656876846
"Redding, CA",2014-07-31,207555.45494035716,44059.14261315439
"El Centro, CA",2014-07-31,170486.51428822384,36424.673768479945
"Yuba City, CA",2014-07-31,199577.88306544945,43342.218706504704
"Madera, CA",2014-07-31,193910.13963802485,40798.91082559971
"Hanford, CA",2014-07-31,167386.69752723005,36119.023533850064
"Napa, CA",2014-07-31,511556.0298593131,102352.82446724163
"Los Angeles, CA",2014-08-31,495188.9304562775,98067.87135097632
"San Francisco, CA",2014-08-31,649763.0035605993,128433.52177842366
"Riverside, CA",2014-08-31,275297.873320317,58585.246311665
"San Diego, CA",2014-08-31,453935.6546381351,91352.9069118126
"Sacramento, CA",2014-08-31,310274.6129366684,64076.58698481668
"San Jose, CA",2014-08-31,761619.7577755284,146912.4770739262
"Fresno, CA",2014-08-31,194316.7602050121,41904.17787061373
"Bakersfield, CA",2014-08-31,173641.13638346808,38554.02497506885
"Oxnard, CA",2014-08-31,495018.5537698465,99482.1562698286
"Stockton, CA",2014-08-31,260923.5263438309,54804.35597917141
"Modesto, CA",2014-08-31,219974.68565701356,45715.34436933214
"Santa Rosa, CA",2014-08-31,482066.5336703115,95569.03660016818
"Visalia, CA",2014-08-31,167547.32206916722,35984.31874113336
"Vallejo, CA",2014-08-31,315166.6080694836,64872.41860074951
"Santa Maria, CA",2014-08-31,483545.59883195726,96267.7032385422
"Salinas, CA",2014-08-31,416336.0226325898,83985.07455255048
"San Luis Obispo, CA",2014-08-31,470037.6907524487,92583.63146694588
"Merced, CA",2014-08-31,186113.2330451581,39168.9073956108
"Santa Cruz, CA",2014-08-31,605238.3930047676,118422.18770123704
"Chico, CA",2014-08-31,230736.22790315028,48069.60042846431
"Redding, CA",2014-08-31,209030.02342550983,44162.78347433814
"El Centro, CA",2014-08-31,172364.70751790478,36658.20911016413
"Yuba City, CA",2014-08-31,201072.585948785,43530.80467943668
"Madera, CA",2014-08-31,195075.49933063763,40925.58700324941
"Hanford, CA",2014-08-31,168791.13173574934,36227.73152650221
"Napa, CA",2014-08-31,515887.5987139863,102650.5052436244
"Los Angeles, CA",2014-09-30,497990.10064655554,99376.17542990336
"San Francisco, CA",2014-09-30,654129.4134451387,129854.92841696956
"Riverside, CA",2014-09-30,277234.5357814777,59190.09509123279
"San Diego, CA",2014-09-30,455499.54887947405,91853.80900738185
"Sacramento, CA",2014-09-30,311458.1726213923,64412.77332119096
"San Jose, CA",2014-09-30,764835.7263425988,149638.14355325513
"Fresno, CA",2014-09-30,194640.64248814184,42196.88514247957
"Bakersfield, CA",2014-09-30,174622.77334472738,38797.84521035045
"Oxnard, CA",2014-09-30,496641.4482668146,100088.03151738872
"Stockton, CA",2014-09-30,263158.63631022634,55376.92830009178
"Modesto, CA",2014-09-30,221858.5974673933,46312.54150500218
"Santa Rosa, CA",2014-09-30,484118.74563004734,96345.63549496312
"Visalia, CA",2014-09-30,168302.0993129835,36201.52200784096
"Vallejo, CA",2014-09-30,317629.45552292885,65735.88179152188
"Santa Maria, CA",2014-09-30,486019.624638968,97100.63951675306
"Salinas, CA",2014-09-30,418229.6867127847,84746.31554249134
"San Luis Obispo, CA",2014-09-30,472895.9711734038,93330.900387306
"Merced, CA",2014-09-30,187651.97542789855,39646.103611590566
"Santa Cruz, CA",2014-09-30,609699.8333425939,119298.62409222868
"Chico, CA",2014-09-30,231887.16121988287,48285.36590005308
"Redding, CA",2014-09-30,209505.9158898952,44457.23147318254
"El Centro, CA",2014-09-30,173538.48048651044,36990.70193228675
"Yuba City, CA",2014-09-30,202530.76658260223,43978.174974840425
"Madera, CA",2014-09-30,195574.1051895358,41258.925565067344
"Hanford, CA",2014-09-30,168872.55095435685,36434.78616405363
"Napa, CA",2014-09-30,518900.51257315854,103751.19946510022
"Los Angeles, CA",2014-10-31,498184.30132255575,99274.36458852656
"San Francisco, CA",2014-10-31,655880.1897697819,129514.20644357764
"Riverside, CA",2014-10-31,277684.4795225598,58972.521229073805
"San Diego, CA",2014-10-31,455391.12848040863,91217.22819296688
"Sacramento, CA",2014-10-31,311390.6085187248,63964.32637620255
"San Jose, CA",2014-10-31,768613.392302464,150253.9632669113
"Fresno, CA",2014-10-31,194337.12711504332,41906.27391189197
"Bakersfield, CA",2014-10-31,174775.01410668893,38603.33380559055
"Oxnard, CA",2014-10-31,496989.6668846614,99354.15703389372
"Stockton, CA",2014-10-31,263871.41269925435,55192.29307557436
"Modesto, CA",2014-10-31,222424.26575971916,46140.892521618494
"Santa Rosa, CA",2014-10-31,484556.31110287417,95679.41997548024
"Visalia, CA",2014-10-31,167954.6221811763,35927.87036245212
"Vallejo, CA",2014-10-31,318022.9987002832,65521.3460188327
"Santa Maria, CA",2014-10-31,487236.83779516834,96667.0596823586
"Salinas, CA",2014-10-31,418072.5692385385,84307.1813889552
"San Luis Obispo, CA",2014-10-31,473365.6090150961,92872.98564174816
"Merced, CA",2014-10-31,187888.2124565084,39461.89869940442
"Santa Cruz, CA",2014-10-31,612036.9281056393,118826.28530226753
"Chico, CA",2014-10-31,231946.484651296,48008.25071249207
"Redding, CA",2014-10-31,209444.6690174972,44177.17795818534
"El Centro, CA",2014-10-31,174214.06038876742,36829.52317730217
"Yuba City, CA",2014-10-31,202170.09080170415,43732.77844095741
"Madera, CA",2014-10-31,195477.3560726489,41000.75533502727
"Hanford, CA",2014-10-31,168993.42022771013,36117.40385444252
"Napa, CA",2014-10-31,521090.6596493672,103631.91943629556
"Los Angeles, CA",2014-11-30,499926.2818387057,100031.58660195896
"San Francisco, CA",2014-11-30,659479.8056384971,130416.03990970275
"Riverside, CA",2014-11-30,278658.67738217185,59248.93323171647
"San Diego, CA",2014-11-30,456319.4258365339,91428.66235353886
"Sacramento, CA",2014-11-30,311602.9562795862,64182.608451724256
"San Jose, CA",2014-11-30,774738.3664293231,152476.28278048086
"Fresno, CA",2014-11-30,195141.2295991855,41967.94578258084
"Bakersfield, CA",2014-11-30,175720.23811517569,38782.9767115166
"Oxnard, CA",2014-11-30,496410.8115688183,99426.50207212535
"Stockton, CA",2014-11-30,264795.4933239154,55419.50219529188
"Modesto, CA",2014-11-30,223551.3748654388,46411.20414051197
"Santa Rosa, CA",2014-11-30,486493.1140683225,95978.03459764356
"Visalia, CA",2014-11-30,168887.95934444002,36013.96117920894
"Vallejo, CA",2014-11-30,318604.6705534893,65686.180893266
"Santa Maria, CA",2014-11-30,489348.2588334244,97138.81558106108
"Salinas, CA",2014-11-30,418712.1653751162,84439.3486073763
"San Luis Obispo, CA",2014-11-30,474914.2617685198,93422.21925928988
"Merced, CA",2014-11-30,189077.97954006412,39571.81747157292
"Santa Cruz, CA",2014-11-30,614686.9895743896,119660.51230754834
"Chico, CA",2014-11-30,232250.7202998492,48133.82330726246
"Redding, CA",2014-11-30,211109.8725973825,44370.21207584648
"El Centro, CA",2014-11-30,176008.86549125606,37079.96305805016
"Yuba City, CA",2014-11-30,202417.9264432851,43789.58534387365
"Madera, CA",2014-11-30,196364.13335771405,41216.18411050805
"Hanford, CA",2014-11-30,169907.59890031096,36202.47249747471
"Napa, CA",2014-11-30,521448.0203329416,104297.3445758524
"Los Angeles, CA",2014-12-31,501137.9014049677,99779.71887717088
"San Francisco, CA",2014-12-31,663171.1702026876,130201.31427883118
"Riverside, CA",2014-12-31,279533.32836042857,59001.36518661685
"San Diego, CA",2014-12-31,456599.74606739415,90858.25076702224
"Sacramento, CA",2014-12-31,312083.0333808329,63853.65835156639
"San Jose, CA",2014-12-31,780395.7142648963,153372.19279469707
"Fresno, CA",2014-12-31,195594.72369601345,41720.12415189029
"Bakersfield, CA",2014-12-31,176082.95063430592,38644.88525111337
"Oxnard, CA",2014-12-31,496067.6768012203,98611.91565282206
"Stockton, CA",2014-12-31,265005.8470498827,55103.14267191119
"Modesto, CA",2014-12-31,224055.9148967583,46259.89973088111
"Santa Rosa, CA",2014-12-31,487956.900566638,95452.30470361216
"Visalia, CA",2014-12-31,169313.2940455612,35849.38500809852
"Vallejo, CA",2014-12-31,318740.3633652413,65208.1524605711
"Santa Maria, CA",2014-12-31,491187.5192036416,96687.1655074527
"Salinas, CA",2014-12-31,418531.2700057429,83821.78358550802
"San Luis Obispo, CA",2014-12-31,476412.6362019253,93114.25512328742
"Merced, CA",2014-12-31,189016.7711818013,39283.45851716421
"Santa Cruz, CA",2014-12-31,617786.109347006,119516.23903268244
"Chico, CA",2014-12-31,232833.9565306884,47944.29101858748
"Redding, CA",2014-12-31,211959.5074270232,44261.99132820655
"El Centro, CA",2014-12-31,175718.48147434322,37033.25270098206
"Yuba City, CA",2014-12-31,202718.4957781715,43458.98798822861
"Madera, CA",2014-12-31,197259.0274089897,41152.51668224193
"Hanford, CA",2014-12-31,170562.58943840628,36071.18591796027
"Napa, CA",2014-12-31,523098.7057150579,104139.6892081881
"Los Angeles, CA",2015-01-31,503196.25966905296,99462.2209025733
"San Francisco, CA",2015-01-31,668437.4839498244,127387.92390728726
"Riverside, CA",2015-01-31,280134.2729362548,58142.724044464645
"San Diego, CA",2015-01-31,458077.2025750792,89651.78459022511
"Sacramento, CA",2015-01-31,312110.5542742127,62688.94363262499
"San Jose, CA",2015-01-31,789580.9158790987,149213.55275802678
"Fresno, CA",2015-01-31,194729.48088673028,41002.13092869837
"Bakersfield, CA",2015-01-31,175813.32171292455,38161.49574527185
"Oxnard, CA",2015-01-31,497489.126004428,97050.29325859658
"Stockton, CA",2015-01-31,264641.6960235888,53660.37738468924
"Modesto, CA",2015-01-31,223730.34767701584,45167.9355140847
"Santa Rosa, CA",2015-01-31,490066.9275628273,94187.79548052426
"Visalia, CA",2015-01-31,168567.89658630465,35662.87123298432
"Vallejo, CA",2015-01-31,319780.5942053543,64033.544284267366
"Santa Maria, CA",2015-01-31,490413.522919441,94598.35326122845
"Salinas, CA",2015-01-31,419115.825453856,81679.62271490686
"San Luis Obispo, CA",2015-01-31,477749.9387781462,93482.86977014809
"Merced, CA",2015-01-31,188646.8713667436,38394.867825242014
"Santa Cruz, CA",2015-01-31,620926.2183162436,117669.6397411462
"Chico, CA",2015-01-31,232182.03600496065,47141.01458837924
"Redding, CA",2015-01-31,210291.390135878,43451.27257787766
"El Centro, CA",2015-01-31,174340.5124133518,36138.429086574375
"Yuba City, CA",2015-01-31,202018.85026441375,42533.75761087543
"Madera, CA",2015-01-31,197293.7265794393,40494.43599164784
"Hanford, CA",2015-01-31,169407.4566669671,35538.77984064922
"Napa, CA",2015-01-31,525683.1398335185,102440.82265743145
"Los Angeles, CA",2015-02-28,506654.8005542068,100164.51363462304
"San Francisco, CA",2015-02-28,677850.2487553044,129524.5776315112
"Riverside, CA",2015-02-28,281333.78276053123,58582.46850155512
"San Diego, CA",2015-02-28,461755.8570878831,90587.14130456612
"Sacramento, CA",2015-02-28,314026.70515443315,63361.32153364493
"San Jose, CA",2015-02-28,803598.1077126228,151556.84105371154
"Fresno, CA",2015-02-28,194821.62385384517,41224.85104601952
"Bakersfield, CA",2015-02-28,176388.11073467968,38480.30990221869
"Oxnard, CA",2015-02-28,500002.9821170774,97956.80375610164
"Stockton, CA",2015-02-28,266137.18558164744,54122.46645192157
"Modesto, CA",2015-02-28,225083.2181688293,45586.73509128467
"Santa Rosa, CA",2015-02-28,493669.2416619901,95540.15145345897
"Visalia, CA",2015-02-28,169095.07351746553,35975.227135162706
"Vallejo, CA",2015-02-28,322484.931404384,64601.517474061926
"Santa Maria, CA",2015-02-28,494072.3742610483,95437.48141749697
"Salinas, CA",2015-02-28,421767.73070163006,82395.8940732227
"San Luis Obispo, CA",2015-02-28,481456.1452834753,94655.8275409408
"Merced, CA",2015-02-28,189015.7666805025,38697.92639536678
"Santa Cruz, CA",2015-02-28,627863.9039163754,119647.1250012064
"Chico, CA",2015-02-28,232478.84630852667,47610.37482927195
"Redding, CA",2015-02-28,209516.2644043507,43679.97621396896
"El Centro, CA",2015-02-28,175035.6253187758,36289.6173171011
"Yuba City, CA",2015-02-28,202555.30939218524,42862.274000452846
"Madera, CA",2015-02-28,196974.28426436064,40827.03601563237
"Hanford, CA",2015-02-28,169681.34375634178,35641.01970682421
"Napa, CA",2015-02-28,530514.7707772786,103546.44431915278
"Los Angeles, CA",2015-03-31,511507.9178712223,100788.5702784242
"San Francisco, CA",2015-03-31,690393.555457775,131885.83253753043
"Riverside, CA",2015-03-31,283337.4084052731,59070.16512248634
"San Diego, CA",2015-03-31,466662.25768803264,91692.45014846943
"Sacramento, CA",2015-03-31,317275.4412997986,64166.82747175127
"San Jose, CA",2015-03-31,819811.0329226457,153477.45321665826
"Fresno, CA",2015-03-31,195956.49527722935,41478.36942748803
"Bakersfield, CA",2015-03-31,177372.30878796487,38824.32085364711
"Oxnard, CA",2015-03-31,504452.1438841954,99096.32249150702
"Stockton, CA",2015-03-31,268692.18139301485,54788.53264026116
"Modesto, CA",2015-03-31,227328.1305563017,46092.40972561634
"Santa Rosa, CA",2015-03-31,499491.3691806905,97136.19019104925
"Visalia, CA",2015-03-31,170277.77560418358,36315.85399479872
"Vallejo, CA",2015-03-31,326854.4661636376,65368.5038781637
"Santa Maria, CA",2015-03-31,499234.2277504853,96398.71109009122
"Salinas, CA",2015-03-31,426116.9952085555,83218.0024585247
"San Luis Obispo, CA",2015-03-31,486485.8290350801,95871.42524564496
"Merced, CA",2015-03-31,189930.09544932787,39131.22327153333
"Santa Cruz, CA",2015-03-31,634645.3562114259,121581.02882820871
"Chico, CA",2015-03-31,234364.56228045,48052.142372505936
"Redding, CA",2015-03-31,211009.20158754985,43919.06687531117
"El Centro, CA",2015-03-31,177058.43204384658,36564.126716851046
"Yuba City, CA",2015-03-31,203977.7994050214,43313.21426037294
"Madera, CA",2015-03-31,197939.1403533049,41149.99418923376
"Hanford, CA",2015-03-31,170487.7906540841,35783.8780380265
"Napa, CA",2015-03-31,537094.6419732354,104960.58282247237
"Los Angeles, CA",2015-04-30,515106.898208572,99932.93546577476
"San Francisco, CA",2015-04-30,703428.5494627616,132212.5042538837
"Riverside, CA",2015-04-30,286021.4124852294,58812.1889404768
"San Diego, CA",2015-04-30,470783.6691152389,91408.8100505988
"Sacramento, CA",2015-04-30,321407.8545752743,64061.66989822922
"San Jose, CA",2015-04-30,834084.4081299573,152576.142888345
"Fresno, CA",2015-04-30,197879.2738120493,41225.20929156666
"Bakersfield, CA",2015-04-30,178803.56615835513,38679.768282986624
"Oxnard, CA",2015-04-30,508307.0617189499,98640.05536966315
"Stockton, CA",2015-04-30,272105.1640539194,54821.52555352811
"Modesto, CA",2015-04-30,230528.7672811116,45987.19312163971
"Santa Rosa, CA",2015-04-30,507614.8143725278,97269.52616539189
"Visalia, CA",2015-04-30,172028.2182895414,36169.82258524867
"Vallejo, CA",2015-04-30,330510.1962836045,65261.5953133026
"Santa Maria, CA",2015-04-30,505356.774828936,96082.02281317124
"Salinas, CA",2015-04-30,430886.9223467168,83005.6439958527
"San Luis Obispo, CA",2015-04-30,492920.6879470439,95741.16943682934
"Merced, CA",2015-04-30,192494.53958665516,39065.278813812205
"Santa Cruz, CA",2015-04-30,643820.133304474,121671.31670976429
"Chico, CA",2015-04-30,236945.0522552509,47827.710709362495
"Redding, CA",2015-04-30,214091.9469122257,43731.09112622052
"El Centro, CA",2015-04-30,179878.3685239777,36580.807231010425
"Yuba City, CA",2015-04-30,206670.96188724067,43255.71268920019
"Madera, CA",2015-04-30,199712.3742154821,40870.64325787467
"Hanford, CA",2015-04-30,171924.82598031516,35627.006672849144
"Napa, CA",2015-04-30,544141.387986268,104944.73310565932
"Los Angeles, CA",2015-05-31,520099.6826315537,101591.17718830614
"San Francisco, CA",2015-05-31,719827.9070742184,135855.0053234171
"Riverside, CA",2015-05-31,289431.17342264147,60032.34492105704
"San Diego, CA",2015-05-31,476598.6423084476,93325.34547460986
"Sacramento, CA",2015-05-31,325944.19413068524,65478.36085093902
"San Jose, CA",2015-05-31,852771.9594281486,155524.26614322644
"Fresno, CA",2015-05-31,200657.88937478405,41996.71941364
"Bakersfield, CA",2015-05-31,180904.4671598231,39378.81438097019
"Oxnard, CA",2015-05-31,513658.7055183496,100634.21430447511
"Stockton, CA",2015-05-31,276475.74972671573,56128.17926498465
"Modesto, CA",2015-05-31,234551.4806308688,46994.700837380165
"Santa Rosa, CA",2015-05-31,516462.1243108989,99698.27424733323
"Visalia, CA",2015-05-31,173984.58324257302,36845.19896649932
"Vallejo, CA",2015-05-31,335448.4322959674,66835.02909776011
"Santa Maria, CA",2015-05-31,510864.716594392,98234.40853364558
"Salinas, CA",2015-05-31,436951.3765542904,84900.78595624522
"San Luis Obispo, CA",2015-05-31,499772.63865143154,97829.73950123304
"Merced, CA",2015-05-31,195533.4563800614,40019.75146258045
"Santa Cruz, CA",2015-05-31,656630.9605736876,124590.12946262457
"Chico, CA",2015-05-31,240795.26666057613,48827.693280028245
"Redding, CA",2015-05-31,217422.42094348025,44767.82850027106
"El Centro, CA",2015-05-31,182209.0768720498,37538.57163249646
"Yuba City, CA",2015-05-31,209321.08849086112,44176.64074867064
"Madera, CA",2015-05-31,202054.12375747305,41610.35681884217
"Hanford, CA",2015-05-31,174090.63726779888,36400.9813333284
"Napa, CA",2015-05-31,552252.163433626,107603.59155497898
"Los Angeles, CA",2015-06-30,525177.4146863724,103154.9545231321
"San Francisco, CA",2015-06-30,732930.2516524283,139197.62048128573
"Riverside, CA",2015-06-30,292469.09790966084,61171.62824387209
"San Diego, CA",2015-06-30,481118.5253877353,95071.94191650963
"Sacramento, CA",2015-06-30,329898.13501556154,66697.83537400811
"San Jose, CA",2015-06-30,868218.5711737382,158534.58959086722
"Fresno, CA",2015-06-30,202948.628586871,42728.66078913717
"Bakersfield, CA",2015-06-30,182686.9041747717,40060.8946716345
"Oxnard, CA",2015-06-30,517984.2672800144,102354.86384228888
"Stockton, CA",2015-06-30,279897.3729555,57285.05104582185
"Modesto, CA",2015-06-30,237291.1708156029,47874.14461503984
"Santa Rosa, CA",2015-06-30,522637.7931764992,101767.28646614632
"Visalia, CA",2015-06-30,175703.96209797,37448.887951200944
"Vallejo, CA",2015-06-30,339082.93355543795,68285.57362326742
"Santa Maria, CA",2015-06-30,515346.4900107474,100068.63756854192
"Salinas, CA",2015-06-30,440896.65612655855,86498.50540026826
"San Luis Obispo, CA",2015-06-30,505977.076196537,99619.48504520136
"Merced, CA",2015-06-30,198617.744018191,40963.54247361694
"Santa Cruz, CA",2015-06-30,666085.9160003852,127256.93405897048
"Chico, CA",2015-06-30,243582.78312896696,49721.2726973708
"Redding, CA",2015-06-30,220362.4822497217,45749.16525058921
"El Centro, CA",2015-06-30,183752.62711446857,38380.556365582976
"Yuba City, CA",2015-06-30,212145.9838922385,44981.549836212136
"Madera, CA",2015-06-30,204008.6544781917,42266.55969204667
"Hanford, CA",2015-06-30,175774.30417305965,37171.1371228806
"Napa, CA",2015-06-30,557189.5514178257,109602.14888201328
"Los Angeles, CA",2015-07-31,523563.4177298533,103897.12656695716
"San Francisco, CA",2015-07-31,741270.3652457491,141393.28229157833
"Riverside, CA",2015-07-31,295262.7554733401,61880.09163650224
"San Diego, CA",2015-07-31,484802.686134756,96030.6489490816
"Sacramento, CA",2015-07-31,332825.6754579734,67303.2004139783
"San Jose, CA",2015-07-31,877222.7190298677,161259.99608569473
"Fresno, CA",2015-07-31,205332.68874830232,43217.39117627787
"Bakersfield, CA",2015-07-31,184684.55267272735,40447.03348175556
"Oxnard, CA",2015-07-31,521605.6433634645,103338.32648669928
"Stockton, CA",2015-07-31,283285.3540695854,57991.46564987222
"Modesto, CA",2015-07-31,240287.7459622864,48478.19246242294
"Santa Rosa, CA",2015-07-31,529775.0645186038,103015.12735046442
"Visalia, CA",2015-07-31,176824.44232866724,37787.34222112073
"Vallejo, CA",2015-07-31,343369.2892364523,69242.12275541313
"Santa Maria, CA",2015-07-31,518751.5514547362,101022.26797198573
"Salinas, CA",2015-07-31,445209.8085664419,87454.34969752035
"San Luis Obispo, CA",2015-07-31,505504.53499045287,100301.24182700604
"Merced, CA",2015-07-31,201457.7892244091,41645.47483273823
"Santa Cruz, CA",2015-07-31,672765.6722144269,128718.8210832631
"Chico, CA",2015-07-31,245863.9454904257,50193.97671581589
"Redding, CA",2015-07-31,221783.8814969565,46251.47844865633
"El Centro, CA",2015-07-31,185826.9258474061,38778.29627799936
"Yuba City, CA",2015-07-31,215013.79067370264,45471.009936877286
"Madera, CA",2015-07-31,205514.0592995715,42620.8590272919
"Hanford, CA",2015-07-31,177340.88633871582,37613.684990289206
"Napa, CA",2015-07-31,561932.934496179,110443.12129667064
"Los Angeles, CA",2015-08-31,516209.007975659,102374.5743062054
"San Francisco, CA",2015-08-31,748503.0670889746,140885.92535508904
"Riverside, CA",2015-08-31,296235.0015105244,61436.1192566186
"San Diego, CA",2015-08-31,488955.1234540241,95273.39388839432
"Sacramento, CA",2015-08-31,335654.1461174165,66654.03312361539
"San Jose, CA",2015-08-31,885631.1038673013,161489.0773337516
"Fresno, CA",2015-08-31,207668.31423473527,43019.67368484413
"Bakersfield, CA",2015-08-31,186516.3239478536,40162.95479008434
"Oxnard, CA",2015-08-31,525018.1237558451,102342.2985765732
"Stockton, CA",2015-08-31,286618.5553678498,57670.28737188486
"Modesto, CA",2015-08-31,243556.15359379532,48276.11361563998
"Santa Rosa, CA",2015-08-31,536374.7318605982,102443.9915771836
"Visalia, CA",2015-08-31,177097.99698136852,37382.26260291868
"Vallejo, CA",2015-08-31,346944.6548719164,69002.71054916673
"Santa Maria, CA",2015-08-31,521323.7657760508,100123.78812213147
"Salinas, CA",2015-08-31,449507.23679332767,86829.29521602775
"San Luis Obispo, CA",2015-08-31,500489.2255784873,98663.10170465692
"Merced, CA",2015-08-31,203713.31314686383,41561.548424322136
"Santa Cruz, CA",2015-08-31,679019.0893278118,127688.38067025872
"Chico, CA",2015-08-31,247224.1486254398,49810.33201171958
"Redding, CA",2015-08-31,222703.08710792716,45777.55245733637
"El Centro, CA",2015-08-31,188949.38253222173,38464.90852706877
"Yuba City, CA",2015-08-31,216937.02146387048,45216.88763647831
"Madera, CA",2015-08-31,207154.5153767749,42204.7956257197
"Hanford, CA",2015-08-31,178412.55231191116,37266.19527004773
"Napa, CA",2015-08-31,569353.1351661549,109430.03262822668
"Los Angeles, CA",2015-09-30,509162.0600166314,101681.75098503951
"San Francisco, CA",2015-09-30,754007.9207032503,142180.85923412457
"Riverside, CA",2015-09-30,296323.5676378824,61607.433734229344
"San Diego, CA",2015-09-30,492743.4595025662,95736.09628656284
"Sacramento, CA",2015-09-30,337880.0352306667,66877.33689333049
"San Jose, CA",2015-09-30,892612.1699772445,164265.5779802128
"Fresno, CA",2015-09-30,209225.1046347689,43333.78672496596
"Bakersfield, CA",2015-09-30,187542.98691945832,40291.25029513892
"Oxnard, CA",2015-09-30,528045.8506294057,102629.15833240125
"Stockton, CA",2015-09-30,289289.8131609485,58034.03908821095
"Modesto, CA",2015-09-30,245542.70085100445,48672.295519372776
"Santa Rosa, CA",2015-09-30,542348.8943814221,103383.77298949176
"Visalia, CA",2015-09-30,177419.80169573374,37337.72524130007
"Vallejo, CA",2015-09-30,349646.1356625137,69550.23484501324
"Santa Maria, CA",2015-09-30,524977.0209379703,100687.14324490297
"Salinas, CA",2015-09-30,453495.5314996808,87510.89527538209
"San Luis Obispo, CA",2015-09-30,495553.9109015871,98000.95026173416
"Merced, CA",2015-09-30,204794.8247688716,41834.89312283115
"Santa Cruz, CA",2015-09-30,685962.6590989305,128516.7133112726
"Chico, CA",2015-09-30,248334.97403318228,50028.38954994349
"Redding, CA",2015-09-30,223511.20056180967,45788.88238897856
"El Centro, CA",2015-09-30,190312.27335591576,38566.60348084311
"Yuba City, CA",2015-09-30,218430.45433383156,45463.5761715054
"Madera, CA",2015-09-30,208479.42928812397,42311.25575781195
"Hanford, CA",2015-09-30,179855.5175168738,37280.77506414607
"Napa, CA",2015-09-30,575724.9271827561,110139.35999567786
"Los Angeles, CA",2015-10-31,500547.88180997234,100169.92403931424
"San Francisco, CA",2015-10-31,757411.2708069329,142612.8213098053
"Riverside, CA",2015-10-31,295390.78461927804,61303.00160106968
"San Diego, CA",2015-10-31,494637.5492898608,95788.76020407828
"Sacramento, CA",2015-10-31,338977.7032225805,66820.02054974741
"San Jose, CA",2015-10-31,893448.086548486,165754.78336527955
"Fresno, CA",2015-10-31,210418.2805005381,43403.91489584766
"Bakersfield, CA",2015-10-31,188396.29601885416,40270.71082230398
"Oxnard, CA",2015-10-31,529514.1630625227,102362.1916761351
"Stockton, CA",2015-10-31,291423.14080081915,58119.65173476531
"Modesto, CA",2015-10-31,246381.0927311816,48680.44204891616
"Santa Rosa, CA",2015-10-31,546209.5640131892,103758.27969200004
"Visalia, CA",2015-10-31,175954.47846608292,37013.193527045405
"Vallejo, CA",2015-10-31,350528.6424437394,69558.00875371534
"Santa Maria, CA",2015-10-31,527099.5527589297,100758.5797355425
"Salinas, CA",2015-10-31,455747.9281724042,87744.7980502505
"San Luis Obispo, CA",2015-10-31,487730.27300185326,96572.8846820441
"Merced, CA",2015-10-31,206055.09661593367,41830.93170279693
"Santa Cruz, CA",2015-10-31,688962.0877986542,128814.66408872722
"Chico, CA",2015-10-31,248888.43614250037,50037.81524804362
"Redding, CA",2015-10-31,224548.9085888993,45662.354244908696
"El Centro, CA",2015-10-31,192493.78588660032,38595.68285094679
"Yuba City, CA",2015-10-31,219635.7838656083,45431.40964505276
"Madera, CA",2015-10-31,209527.7957954377,42251.8561682257
"Hanford, CA",2015-10-31,181026.6322146204,37164.08457855383
